purchase_date,price,num_tickets,fare_type,trip_id,passenger_id,star_rating,transaction_id
2023-05-04,12,3,economy,3,487,1,146
2023-05-19,12,2,economy,3,525,1,147
2023-05-05,12,1,economy,3,640,1,148
2023-05-24,24,1,business,3,20,1,149
2023-05-14,12,1,economy,3,95,2,150
2023-05-23,24,1,business,3,805,1,151
2023-05-14,12,2,economy,3,633,2,152
2023-05-02,12,3,economy,3,925,2,153
2023-05-01,12,3,economy,3,989,1,154
2023-05-23,24,1,business,3,201,2,155
2023-06-03,36,1,first,3,116,1,156
2023-05-20,24,1,business,3,601,1,157
2023-05-25,24,1,business,3,256,1,158
2023-05-23,12,3,economy,3,306,3,159
2023-05-28,24,2,business,3,126,1,160
2023-06-04,36,1,first,3,195,1,161
2023-05-22,24,1,business,3,54,1,162
2023-05-22,24,2,business,3,906,1,163
2023-05-09,12,1,economy,3,352,1,164
2023-06-04,24,1,business,3,908,1,165
2023-05-21,12,2,economy,3,191,2,166
2023-05-08,12,4,economy,3,799,3,167
2023-05-11,12,1,economy,3,526,2,168
2023-06-06,24,2,business,3,145,1,169
2023-05-21,12,3,economy,3,200,2,170
2023-01-06,10,1,economy,4,897,1,171
2022-12-17,10,4,economy,4,785,2,172
2022-12-26,10,1,economy,4,759,1,173
2023-01-14,10,3,economy,4,364,1,174
2022-12-29,10,4,economy,4,371,1,175
2023-01-02,10,1,economy,4,946,1,176
2023-01-26,10,3,economy,4,666,1,177
2023-01-14,20,1,business,4,615,1,178
2023-01-10,10,4,economy,4,241,1,179
2022-12-31,10,3,economy,4,627,1,180
2022-12-23,10,8,economy,4,269,1,181
2023-01-12,20,1,business,4,452,1,182
2023-01-04,10,1,economy,4,37,1,183
2023-01-10,20,1,business,4,659,1,184
2023-01-22,20,1,business,4,139,1,185
2022-12-30,10,5,economy,4,29,2,186
2023-01-23,30,1,first,4,3,1,187
2023-01-14,10,2,economy,4,137,3,188
2022-12-28,10,5,economy,4,536,3,189
2023-01-22,30,1,first,4,360,1,190
2022-12-22,10,2,economy,4,179,1,191
2023-01-14,10,2,economy,4,724,1,192
2023-01-11,10,1,economy,4,404,2,193
2023-01-02,10,2,economy,4,150,3,194
2023-01-13,20,1,business,4,18,1,195
2023-01-15,10,1,economy,4,375,1,196
2023-01-16,10,1,economy,4,815,1,197
2023-01-04,10,1,economy,4,272,2,198
2023-01-09,10,1,economy,4,501,1,199
2023-01-05,10,1,economy,4,793,1,200
2023-01-03,10,2,economy,4,907,1,201
2022-12-25,10,3,economy,4,765,1,202
2023-01-26,20,1,business,4,315,1,203
2022-12-15,10,1,economy,4,991,1,204
2023-01-26,30,3,first,4,221,1,205
2022-12-31,10,1,economy,4,617,1,206
2022-12-13,10,1,economy,4,140,1,207
2023-01-22,30,1,first,4,746,1,208
2023-01-09,10,3,economy,4,1000,1,209
2023-01-08,10,1,economy,4,211,1,210
2023-01-02,10,3,economy,4,905,2,211
2023-01-25,30,1,first,4,242,1,212
2022-12-27,10,1,economy,4,979,1,213
2022-12-25,10,3,economy,4,382,1,214
2022-11-20,4,6,economy,5,855,5,215
2022-12-29,12,1,first,5,430,2,216
2022-12-14,4,1,economy,5,526,4,217
2022-12-19,4,3,economy,5,554,5,218
2022-12-23,8,1,business,5,617,3,219
2022-12-28,12,1,first,5,362,1,220
2022-12-20,4,3,economy,5,566,3,221
2023-01-03,12,3,first,5,275,3,222
2022-12-29,12,1,first,5,565,3,223
2022-12-27,12,1,first,5,221,3,224
2022-12-14,4,2,economy,5,148,3,225
2022-12-24,12,2,first,5,479,3,226
2023-01-02,12,1,first,5,241,2,227
2022-12-13,4,3,economy,5,936,5,228
2022-12-12,4,1,economy,5,105,3,229
2022-12-08,4,1,economy,5,164,4,230
2022-12-05,4,1,economy,5,848,2,231
2022-11-22,4,1,economy,5,579,3,232
2022-11-25,4,2,economy,5,807,4,233
2022-12-12,8,2,business,5,625,4,234
2022-12-09,4,2,economy,5,679,3,235
2022-12-18,8,1,business,5,899,4,236
2022-12-02,4,1,economy,5,903,5,237
2022-11-30,4,1,economy,5,146,4,238
2022-11-24,4,1,economy,5,318,5,239
2022-12-20,8,1,business,5,604,3,240
2022-12-06,4,6,economy,5,662,4,241
2022-12-10,4,5,economy,5,145,5,242
2022-12-06,4,2,economy,5,103,3,243
2022-12-01,4,1,economy,5,549,3,244
2022-12-20,4,1,economy,5,935,4,245
2022-12-12,4,1,economy,5,744,5,246
2022-12-23,8,1,business,5,379,3,247
2022-12-02,4,3,economy,5,485,3,248
2022-12-10,4,3,economy,5,219,4,249
2022-12-16,4,2,economy,5,561,4,250
2022-11-22,4,2,economy,5,833,3,251
2022-12-26,8,1,business,5,388,4,252
2022-11-26,4,1,economy,5,536,3,253
2022-11-19,4,4,economy,5,119,5,254
2022-12-11,4,5,economy,5,951,5,255
2022-12-02,4,1,economy,5,77,2,256
2022-12-20,4,2,economy,5,213,4,257
2022-12-08,4,3,economy,5,411,4,258
2022-12-08,4,5,economy,5,950,2,259
2022-12-20,8,3,business,5,480,3,260
2022-11-23,4,2,economy,5,999,2,261
2022-12-19,4,1,economy,5,696,3,262
2023-06-07,35,3,economy,6,481,3,263
2023-06-18,35,1,economy,6,805,3,264
2023-05-28,35,4,economy,6,878,4,265
2023-06-03,35,1,economy,6,101,3,266
2023-06-05,35,1,economy,6,578,2,267
2023-07-14,105,2,first,6,313,2,268
2023-06-29,35,4,economy,6,610,2,269
2023-06-15,35,1,economy,6,88,2,270
2023-06-24,70,1,business,6,154,3,271
2023-06-16,35,1,economy,6,686,2,272
2023-06-30,35,1,economy,6,418,2,273
2023-06-22,35,2,economy,6,255,3,274
2023-06-25,70,1,business,6,467,1,275
2023-06-10,35,2,economy,6,22,4,276
2023-06-22,35,2,economy,6,496,3,277
2023-06-22,35,4,economy,6,295,2,278
2023-06-29,70,1,business,6,309,1,279
2023-07-01,70,1,business,6,84,2,280
2023-06-30,35,8,economy,6,842,3,281
2023-07-02,70,1,business,6,351,2,282
2023-07-09,105,1,first,6,759,1,283
2023-05-24,35,1,economy,6,121,2,284
2023-07-09,105,1,first,6,205,1,285
2023-07-04,105,1,first,6,692,1,286
2023-06-07,35,1,economy,6,217,2,287
2023-07-01,70,2,business,6,153,2,288
2023-06-14,35,1,economy,6,472,2,289
2023-06-18,35,5,economy,6,379,3,290
2023-07-02,70,1,business,6,656,1,291
2023-07-02,70,2,business,6,447,2,292
2023-06-27,70,1,business,6,637,2,293
2023-07-09,105,2,first,6,68,1,294
2023-06-23,35,1,economy,6,322,4,295
2023-07-04,105,1,first,6,639,1,296
2023-06-29,35,1,economy,6,139,4,297
2023-05-26,35,2,economy,6,352,2,298
2023-06-29,70,2,business,6,752,3,299
2023-06-16,35,1,economy,6,538,3,300
2023-06-12,35,3,economy,6,385,4,301
2023-07-09,70,1,business,6,626,1,302
2023-05-26,35,1,economy,6,446,2,303
2023-06-27,70,1,business,6,765,2,304
2023-06-15,35,4,economy,6,633,1,305
2023-06-18,35,2,economy,6,256,3,306
2023-06-17,35,3,economy,6,927,2,307
2023-07-04,35,4,economy,6,632,5,308
2023-06-06,35,1,economy,6,678,3,309
2023-06-23,70,3,business,6,11,1,310
2023-06-02,35,1,economy,6,113,3,311
2023-06-29,70,1,business,6,872,3,312
2023-05-26,35,1,economy,6,330,5,313
2023-02-17,65,1,economy,7,153,2,314
2023-02-09,65,1,economy,7,639,3,315
2023-02-26,65,1,economy,7,327,1,316
2023-02-20,130,1,business,7,535,1,317
2023-02-24,65,2,economy,7,683,2,318
2023-03-04,195,1,first,7,939,1,319
2023-03-04,130,1,business,7,805,1,320
2023-02-04,65,3,economy,7,780,1,321
2023-02-20,65,1,economy,7,785,1,322
2023-03-12,130,1,business,7,710,1,323
2023-02-14,65,2,economy,7,524,1,324
2023-02-13,65,1,economy,7,241,2,325
2023-02-25,130,1,business,7,325,1,326
2023-03-05,130,1,business,7,130,2,327
2023-02-14,65,3,economy,7,674,2,328
2023-03-01,130,2,business,7,33,1,329
2023-02-17,65,1,economy,7,391,4,330
2023-02-14,65,1,economy,7,971,1,331
2023-03-09,130,1,business,7,461,1,332
2023-03-01,130,1,business,7,6,1,333
2023-02-23,65,1,economy,7,735,3,334
2023-02-11,65,3,economy,7,575,1,335
2023-02-16,65,2,economy,7,308,1,336
2023-02-08,65,2,economy,7,486,2,337
2023-02-21,65,1,economy,7,854,1,338
2023-02-20,65,4,economy,7,996,2,339
2023-02-21,65,1,economy,7,499,2,340
2023-03-04,65,4,economy,7,223,2,341
2023-02-18,65,2,economy,7,438,1,342
2023-02-13,65,1,economy,7,215,2,343
2023-02-13,65,5,economy,7,740,1,344
2023-02-11,65,1,economy,7,120,1,345
2023-03-18,195,1,first,7,992,1,346
2023-03-17,65,3,economy,7,343,2,347
2023-02-11,65,4,economy,7,380,1,348
2023-02-25,65,2,economy,7,220,1,349
2023-03-07,130,1,business,7,762,1,350
2023-03-02,65,5,economy,7,686,3,351
2023-01-17,65,1,economy,7,626,1,352
2023-02-08,65,4,economy,7,422,3,353
2023-02-27,130,3,business,7,69,1,354
2023-02-23,65,2,economy,7,731,2,355
2023-03-07,65,1,economy,7,682,1,356
2023-02-02,65,1,economy,7,779,1,357
2023-03-16,195,1,first,7,258,1,358
2023-02-03,65,3,economy,7,151,2,359
2023-02-23,65,3,economy,7,685,3,360
2023-03-05,65,1,economy,7,336,1,361
2023-02-11,65,1,economy,7,234,2,362
2023-02-28,65,3,economy,7,110,1,363
2023-02-18,65,1,economy,7,675,2,364
2023-03-05,130,3,business,7,383,1,365
2023-03-08,195,1,first,7,315,1,366
2023-02-04,65,3,economy,7,100,1,367
2023-03-07,130,3,business,7,496,1,368
2023-02-13,65,1,economy,7,79,2,369
2023-08-26,5,8,economy,8,313,5,370
2023-08-27,15,1,first,8,891,5,371
2023-08-01,5,2,economy,8,477,5,372
2023-08-06,5,1,economy,8,485,5,373
2023-07-21,5,1,economy,8,844,4,374
2023-08-23,5,1,economy,8,994,5,375
2023-09-03,15,1,first,8,730,5,376
2023-07-28,5,3,economy,8,620,4,377
2023-08-15,5,1,economy,8,205,5,378
2023-08-07,5,3,economy,8,7,5,379
2023-08-04,5,3,economy,8,536,5,380
2023-08-06,5,1,economy,8,458,5,381
2023-09-05,15,1,first,8,574,5,382
2023-08-06,5,1,economy,8,612,5,383
2023-07-24,5,6,economy,8,743,5,384
2023-08-02,5,1,economy,8,864,4,385
2023-08-04,5,1,economy,8,773,5,386
2023-07-22,5,1,economy,8,14,5,387
2023-08-13,5,3,economy,8,1000,5,388
2023-08-10,5,2,economy,8,942,5,389
2023-08-10,5,1,economy,8,914,5,390
2023-08-18,5,1,economy,8,44,5,391
2023-08-16,5,1,economy,8,628,5,392
2023-08-06,5,1,economy,8,939,5,393
2023-09-08,15,1,first,8,425,5,394
2023-08-11,5,1,economy,8,487,5,395
2023-08-11,5,4,economy,8,968,5,396
2023-08-15,5,1,economy,8,223,4,397
2023-08-31,10,2,business,8,137,5,398
2023-08-23,5,1,economy,8,303,5,399
2023-08-12,5,2,economy,8,925,5,400
2023-08-25,10,1,business,8,598,5,401
2023-08-21,10,1,business,8,145,5,402
2023-08-20,5,1,economy,8,308,5,403
2023-08-30,10,1,business,8,712,5,404
2023-08-30,5,2,economy,8,197,5,405
2023-08-28,10,1,business,8,284,5,406
2023-08-29,15,1,first,8,411,5,407
2023-08-17,5,5,economy,8,128,5,408
2023-08-20,5,2,economy,8,195,5,409
2023-08-19,5,1,economy,8,763,5,410
2023-08-10,5,3,economy,8,326,5,411
2023-08-09,5,2,economy,8,54,5,412
2023-08-20,5,4,economy,8,514,4,413
2023-08-26,10,1,business,8,728,5,414
2023-09-06,15,1,first,8,9,5,415
2023-08-04,5,1,economy,8,688,5,416
2023-08-11,5,1,economy,8,881,5,417
2023-07-10,5,3,economy,8,480,5,418
2023-09-06,15,1,first,8,927,5,419
2023-09-05,15,2,first,8,482,4,420
2023-08-29,5,3,economy,8,67,5,421
2023-08-12,5,4,economy,8,905,5,422
2023-08-09,5,2,economy,8,398,5,423
2023-07-24,5,7,economy,8,439,5,424
2023-08-02,5,3,economy,8,841,5,425
2023-08-30,15,1,first,8,258,5,426
2023-08-02,5,1,economy,8,133,5,427
2023-08-06,5,7,economy,8,35,5,428
2023-08-05,5,1,economy,8,897,5,429
2023-10-28,15,1,first,9,186,5,430
2023-09-14,5,1,economy,9,865,4,431
2023-09-16,5,2,economy,9,455,5,432
2023-10-02,5,1,economy,9,791,5,433
2023-09-19,5,2,economy,9,224,5,434
2023-10-04,5,1,economy,9,243,5,435
2023-10-13,10,1,business,9,979,5,436
2023-10-07,5,1,economy,9,123,5,437
2023-10-12,5,1,economy,9,221,5,438
2023-09-08,5,1,economy,9,442,5,439
2023-10-21,15,1,first,9,648,4,440
2023-10-08,5,1,economy,9,157,4,441
2023-10-14,10,1,business,9,122,5,442
2023-10-04,5,3,economy,9,360,4,443
2023-09-21,5,1,economy,9,972,5,444
2023-10-10,5,1,economy,9,333,5,445
2023-10-13,5,1,economy,9,21,5,446
2023-09-29,5,2,economy,9,275,5,447
2023-10-06,10,1,business,9,919,5,448
2023-09-26,5,3,economy,9,165,5,449
2023-10-17,10,1,business,9,344,5,450
2023-10-08,5,3,economy,9,148,5,451
2023-10-20,15,1,first,9,248,3,452
2023-10-05,5,4,economy,9,837,5,453
2023-10-01,5,1,economy,9,496,5,454
2023-09-25,5,1,economy,9,599,5,455
2023-10-08,5,2,economy,9,739,5,456
2023-09-19,5,3,economy,9,805,5,457
2023-09-27,5,3,economy,9,904,5,458
2023-10-12,5,3,economy,9,764,5,459
2023-10-17,10,3,business,9,960,4,460
2023-10-22,10,1,business,9,51,5,461
2023-09-16,5,1,economy,9,467,4,462
2023-10-19,10,3,business,9,232,4,463
2023-10-23,10,1,business,9,899,4,464
2023-10-09,5,1,economy,9,749,2,465
2023-09-28,5,1,economy,9,881,5,466
2023-10-20,15,1,first,9,538,3,467
2023-10-15,10,1,business,9,11,4,468
2023-09-24,5,1,economy,9,129,5,469
2023-10-07,5,1,economy,9,601,5,470
2023-09-10,5,4,economy,9,47,5,471
2023-10-07,5,1,economy,9,939,5,472
2023-09-19,5,7,economy,9,406,4,473
2023-10-04,5,5,economy,9,560,5,474
2023-10-23,15,2,first,9,925,4,475
2023-09-27,5,1,economy,9,598,5,476
2023-09-25,5,2,economy,9,300,5,477
2023-10-12,5,1,economy,9,293,5,478
2023-09-26,5,2,economy,9,825,5,479
2023-10-21,15,1,first,9,339,4,480
2023-02-26,62,3,economy,10,315,4,481
2023-03-13,186,1,first,10,911,5,482
2023-02-15,62,1,economy,10,872,5,483
2023-03-09,186,1,first,10,682,3,484
2023-02-14,62,1,economy,10,380,4,485
2023-01-31,62,1,economy,10,24,3,486
2023-03-05,186,1,first,10,751,3,487
2023-02-18,62,1,economy,10,455,3,488
2023-02-15,62,4,economy,10,849,4,489
2023-02-04,62,2,economy,10,422,4,490
2023-02-25,124,1,business,10,407,5,491
2023-03-08,62,1,economy,10,755,3,492
2023-02-24,62,1,economy,10,540,4,493
2023-02-09,62,1,economy,10,399,4,494
2023-02-17,62,2,economy,10,385,2,495
2023-03-03,124,2,business,10,107,4,496
2023-01-29,62,4,economy,10,811,5,497
2023-03-02,186,1,first,10,427,3,498
2023-02-16,62,3,economy,10,179,4,499
2023-03-08,186,1,first,10,189,4,500
2023-02-23,62,5,economy,10,125,3,501
2023-02-20,62,5,economy,10,720,5,502
2023-02-17,62,1,economy,10,444,5,503
2023-03-03,62,10,economy,10,611,5,504
2023-02-15,62,5,economy,10,664,5,505
2023-03-08,124,2,business,10,717,5,506
2023-02-23,62,1,economy,10,938,5,507
2023-02-14,62,1,economy,10,770,4,508
2023-02-15,62,4,economy,10,851,5,509
2023-03-12,186,1,first,10,625,5,510
2023-03-17,186,1,first,10,924,5,511
2023-02-08,62,3,economy,10,985,4,512
2023-02-28,62,2,economy,10,846,5,513
2023-02-13,62,1,economy,10,503,4,514
2023-02-08,62,5,economy,10,959,5,515
2023-03-04,62,1,economy,10,272,3,516
2023-02-26,124,1,business,10,478,4,517
2023-02-09,62,2,economy,10,934,5,518
2023-02-25,62,1,economy,10,554,5,519
2023-02-17,62,1,economy,10,463,5,520
2023-03-08,124,1,business,10,410,2,521
2023-02-01,62,2,economy,10,56,5,522
2023-02-04,62,1,economy,10,289,5,523
2023-02-17,62,1,economy,10,333,5,524
2023-03-09,124,1,business,10,899,5,525
2023-03-18,186,1,first,10,246,4,526
2023-02-15,62,5,economy,10,779,4,527
2023-03-02,124,1,business,10,756,3,528
2023-02-14,62,1,economy,10,7,4,529
2023-01-30,62,5,economy,10,904,3,530
2023-02-14,62,1,economy,10,103,3,531
2023-03-05,62,1,economy,10,986,4,532
2023-03-16,62,1,economy,10,308,5,533
2023-02-24,62,4,economy,10,765,4,534
2023-02-25,62,1,economy,10,38,4,535
2022-12-24,92,1,business,11,50,3,536
2022-11-17,46,1,economy,11,283,4,537
2022-12-27,46,1,economy,11,957,4,538
2022-12-16,46,1,economy,11,955,5,539
2023-01-08,46,1,economy,11,54,5,540
2023-01-02,138,1,first,11,651,4,541
2022-12-20,92,1,business,11,38,2,542
2022-12-17,46,1,economy,11,736,2,543
2022-12-05,46,2,economy,11,61,4,544
2022-12-19,92,1,business,11,548,2,545
2022-12-04,46,5,economy,11,555,3,546
2022-12-06,46,1,economy,11,648,5,547
2023-01-08,92,1,business,11,253,5,548
2022-12-13,46,1,economy,11,981,3,549
2022-12-28,138,1,first,11,376,3,550
2022-12-09,46,1,economy,11,511,3,551
2022-12-20,46,1,economy,11,560,5,552
2022-11-20,46,1,economy,11,589,5,553
2022-12-12,46,1,economy,11,358,4,554
2022-11-22,46,2,economy,11,546,5,555
2022-12-26,92,1,business,11,770,3,556
2022-11-08,46,1,economy,11,656,4,557
2022-12-28,92,1,business,11,604,3,558
2022-12-20,46,1,economy,11,498,5,559
2022-12-17,46,2,economy,11,222,4,560
2022-11-29,46,1,economy,11,749,2,561
2022-12-05,46,1,economy,11,605,4,562
2022-11-30,46,5,economy,11,936,4,563
2022-12-20,46,1,economy,11,883,4,564
2022-12-24,92,1,business,11,904,5,565
2022-12-11,46,1,economy,11,466,2,566
2022-12-03,46,8,economy,11,855,5,567
2022-12-31,138,1,first,11,692,3,568
2022-12-01,46,1,economy,11,487,3,569
2022-12-20,46,5,economy,11,416,5,570
2022-11-21,46,4,economy,11,33,5,571
2022-12-19,46,2,economy,11,661,5,572
2023-01-01,92,1,business,11,448,4,573
2022-11-30,46,8,economy,11,160,4,574
2022-11-21,46,2,economy,11,540,5,575
2022-12-06,46,1,economy,11,929,3,576
2022-12-09,46,4,economy,11,588,4,577
2023-06-05,182,1,business,12,278,4,578
2023-05-07,91,2,economy,12,134,4,579
2023-05-30,91,1,economy,12,206,4,580
2023-06-03,91,1,economy,12,985,5,581
2023-05-09,91,1,economy,12,619,4,582
2023-05-04,91,2,economy,12,540,5,583
2023-04-30,91,2,economy,12,148,4,584
2023-05-22,91,3,economy,12,768,5,585
2023-06-08,273,1,first,12,583,5,586
2023-05-14,91,3,economy,12,493,5,587
2023-06-06,273,1,first,12,577,5,588
2023-05-05,91,4,economy,12,595,5,589
2023-06-07,182,1,business,12,241,5,590
2023-05-12,91,1,economy,12,422,5,591
2023-06-01,182,1,business,12,679,3,592
2023-05-18,91,5,economy,12,449,4,593
2023-05-18,91,4,economy,12,815,5,594
2023-05-09,91,1,economy,12,811,4,595
2023-05-23,91,2,economy,12,220,5,596
2023-06-01,91,3,economy,12,650,5,597
2023-05-31,91,2,economy,12,594,5,598
2023-05-14,91,5,economy,12,942,5,599
2023-05-25,91,1,economy,12,233,5,600
2023-06-14,273,2,first,12,313,5,601
2023-05-24,91,1,economy,12,491,5,602
2023-06-11,273,1,first,12,503,5,603
2023-05-04,91,3,economy,12,12,5,604
2023-05-14,91,3,economy,12,156,4,605
2023-06-11,182,2,business,12,56,4,606
2023-06-08,273,2,first,12,531,4,607
2023-06-12,273,1,first,12,287,3,608
2023-06-05,182,1,business,12,724,5,609
2023-05-30,91,1,economy,12,221,5,610
2023-05-24,91,7,economy,12,230,4,611
2023-06-06,182,1,business,12,546,3,612
2023-05-23,91,1,economy,12,790,5,613
2023-05-20,182,1,business,12,834,5,614
2023-05-14,91,2,economy,12,168,3,615
2023-05-08,91,2,economy,12,981,4,616
2023-05-20,91,1,economy,12,456,5,617
2023-06-05,91,1,economy,12,675,5,618
2023-05-26,91,1,economy,12,774,5,619
2023-05-13,91,3,economy,12,543,5,620
2023-05-23,182,2,business,12,923,5,621
2023-05-30,91,3,economy,12,414,4,622
2023-05-18,91,4,economy,12,528,5,623
2023-05-22,91,2,economy,12,29,5,624
2023-05-19,91,7,economy,12,855,5,625
2023-04-25,91,1,economy,12,180,5,626
2023-05-11,91,1,economy,12,463,5,627
2023-05-19,91,1,economy,12,644,4,628
2023-06-08,91,3,economy,12,330,5,629
2023-05-05,91,7,economy,12,878,5,630
2023-06-03,273,1,first,12,635,5,631
2023-05-16,91,2,economy,12,648,5,632
2023-05-10,91,1,economy,12,780,5,633
2023-05-23,91,1,economy,12,712,5,634
2023-06-01,182,1,business,12,480,5,635
2023-05-05,91,3,economy,12,608,5,636
2023-06-23,5,1,economy,13,800,1,637
2023-07-23,15,3,first,13,484,1,638
2023-07-02,5,1,economy,13,833,1,639
2023-06-27,5,1,economy,13,548,1,640
2023-07-01,5,3,economy,13,342,2,641
