purchase_date,price,num_tickets,fare_type,trip_id,passenger_id,star_rating,transaction_id
2023-10-05,90,1,first,2,215,1,59
2023-10-07,60,2,business,2,203,1,60
2023-09-21,30,1,economy,2,167,2,61
2023-09-06,30,3,economy,2,122,2,62
2023-09-14,30,5,economy,2,48,3,63
2023-09-21,30,1,economy,2,91,1,64
2023-09-16,30,4,economy,2,51,1,65
2023-10-01,60,1,business,2,267,1,66
2023-09-24,30,2,economy,2,268,1,67
2023-09-24,30,1,economy,2,76,1,68
2023-10-08,90,1,first,2,242,1,69
2023-09-30,30,5,economy,2,104,2,70
2023-09-21,30,3,economy,2,225,1,71
2023-09-02,30,4,economy,2,297,1,72
2023-09-23,30,2,economy,2,176,3,73
2023-09-22,30,3,economy,2,7,5,74
2023-09-05,30,3,economy,2,88,2,75
2023-09-17,30,1,economy,2,125,3,76
2023-09-24,30,5,economy,2,84,2,77
2023-09-24,30,1,economy,2,63,2,78
2023-09-17,30,1,economy,2,291,2,79
2023-09-25,30,1,economy,2,227,2,80
2023-09-09,30,2,economy,2,198,2,81
2023-09-24,30,1,economy,2,240,1,82
2023-09-09,30,3,economy,2,110,3,83
2023-10-07,60,1,business,2,79,1,84
2023-09-20,30,1,economy,2,43,1,85
2023-09-20,30,1,economy,2,177,1,86
2023-10-11,30,1,economy,2,68,2,87
2023-10-13,60,3,business,2,286,1,88
2023-09-24,30,1,economy,2,42,1,89
2023-09-26,30,1,economy,2,280,1,90
2023-09-27,30,1,economy,2,137,1,91
2023-09-29,30,3,economy,2,13,1,92
2023-09-06,30,1,economy,2,172,1,93
2023-09-21,30,1,economy,2,195,2,94
2023-09-17,30,1,economy,2,14,1,95
2023-09-24,30,1,economy,2,275,1,96
2023-10-02,30,3,economy,2,9,1,97
2023-08-26,30,3,economy,2,160,2,98
2023-09-18,30,2,economy,2,40,1,99
2023-09-28,60,4,business,2,19,1,100
2023-10-11,90,1,first,2,243,1,101
2023-09-08,30,1,economy,2,103,1,102
2023-09-07,30,1,economy,2,158,1,103
2023-10-02,30,1,economy,2,85,2,104
2023-09-10,30,1,economy,2,299,3,105
2023-09-26,30,2,economy,2,29,1,106
2023-10-13,90,1,first,2,163,1,107
2023-10-18,90,3,first,2,139,1,108
2023-09-25,30,1,economy,2,210,1,109
2023-10-11,90,3,first,2,168,1,110
2023-10-02,30,3,economy,2,55,1,111
2023-09-26,112,1,economy,3,68,1,112
2023-10-15,112,1,economy,3,200,4,113
2023-10-15,112,1,economy,3,298,1,114
2023-11-01,112,2,economy,3,1,3,115
2023-10-10,112,1,economy,3,246,3,116
2023-10-28,224,2,business,3,154,1,117
2023-10-09,112,6,economy,3,102,2,118
2023-09-25,112,1,economy,3,297,3,119
2023-10-29,336,1,first,3,99,1,120
2023-10-22,112,2,economy,3,277,2,121
2023-10-07,112,1,economy,3,110,2,122
2023-09-29,112,1,economy,3,226,1,123
2023-09-27,112,2,economy,3,242,1,124
2023-10-19,224,1,business,3,208,1,125
2023-10-27,224,1,business,3,245,1,126
2023-10-23,224,1,business,3,57,1,127
2023-10-17,112,2,economy,3,259,2,128
2023-10-13,224,2,business,3,117,1,129
2023-10-19,112,1,economy,3,41,2,130
2023-10-12,112,3,economy,3,89,1,131
2023-10-17,112,2,economy,3,279,3,132
2023-10-31,224,1,business,3,71,1,133
2023-10-08,112,3,economy,3,280,2,134
2023-10-08,112,1,economy,3,170,1,135
2023-10-24,224,1,business,3,3,1,136
2023-10-30,224,1,business,3,147,1,137
2023-09-23,112,2,economy,3,124,1,138
2023-10-19,224,2,business,3,173,1,139
2023-09-26,112,1,economy,3,138,1,140
2023-10-25,224,2,business,3,20,1,141
2023-11-01,336,2,first,3,232,1,142
2023-10-13,112,3,economy,3,215,3,143
2023-10-07,112,6,economy,3,44,3,144
2023-10-11,112,3,economy,3,142,3,145
2023-10-27,336,1,first,3,37,1,146
2023-10-18,224,1,business,3,241,1,147
2023-10-31,336,1,first,3,144,1,148
2023-09-13,112,3,economy,3,155,1,149
2023-11-01,224,1,business,3,91,1,150
2023-10-06,112,2,economy,3,60,3,151
2023-10-15,112,2,economy,3,88,1,152
2023-09-28,112,1,economy,3,194,2,153
2023-10-22,224,2,business,3,193,1,154
2023-10-05,112,4,economy,3,146,3,155
2023-10-27,224,1,business,3,287,1,156
2023-09-29,112,2,economy,3,116,4,157
2023-01-16,31,1,economy,4,110,2,158
2023-01-24,31,5,economy,4,275,4,159
2023-02-19,93,1,first,4,281,1,160
2023-02-15,93,1,first,4,66,1,161
2023-02-14,62,2,business,4,295,1,162
2023-02-13,62,1,business,4,200,1,163
2023-01-25,31,8,economy,4,286,2,164
2023-02-07,62,1,business,4,276,1,165
2023-01-07,31,6,economy,4,274,2,166
2023-02-13,93,1,first,4,268,1,167
2023-02-12,62,1,business,4,25,1,168
2023-02-18,93,1,first,4,60,1,169
2023-01-10,31,2,economy,4,240,1,170
2023-01-17,31,3,economy,4,12,2,171
2023-01-22,31,2,economy,4,232,2,172
2023-01-16,31,1,economy,4,61,2,173
2023-02-09,31,2,economy,4,67,1,174
2023-01-25,31,3,economy,4,33,1,175
2023-01-31,31,2,economy,4,36,2,176
2023-02-02,31,1,economy,4,81,3,177
2023-02-13,93,1,first,4,165,1,178
2023-02-05,62,1,business,4,138,1,179
2023-01-28,62,1,business,4,282,1,180
2023-01-29,31,5,economy,4,71,4,181
2023-01-26,31,5,economy,4,97,1,182
2023-02-05,31,1,economy,4,227,2,183
2023-01-30,31,4,economy,4,37,2,184
2023-02-19,93,2,first,4,39,1,185
2023-01-23,31,2,economy,4,99,2,186
2023-02-06,62,1,business,4,90,1,187
2023-01-24,31,1,economy,4,174,1,188
2023-02-05,31,1,economy,4,133,1,189
2023-02-13,62,2,business,4,14,1,190
2023-01-21,31,2,economy,4,100,2,191
2023-02-10,93,1,first,4,29,1,192
2023-02-04,62,1,business,4,10,1,193
2023-01-23,31,1,economy,4,293,1,194
2023-01-06,31,1,economy,4,149,1,195
2023-01-18,31,1,economy,4,152,3,196
2023-01-28,31,2,economy,4,249,3,197
2023-02-07,62,2,business,4,53,1,198
2023-01-14,31,4,economy,4,6,1,199
2023-01-27,31,1,economy,4,103,1,200
2023-02-14,93,1,first,4,159,1,201
2023-01-13,31,1,economy,4,294,3,202
2023-02-04,31,1,economy,4,170,1,203
2023-02-10,62,1,business,4,123,1,204
2023-02-16,62,1,business,4,109,1,205
2023-02-17,31,3,economy,4,269,1,206
2023-02-15,93,1,first,4,24,1,207
2023-02-15,62,5,business,4,56,1,208
2023-02-15,62,2,business,4,254,1,209
2023-09-14,116,1,economy,5,128,1,210
2023-10-11,116,4,economy,5,33,1,211
2023-10-12,348,1,first,5,184,1,212
2023-10-13,232,1,business,5,282,1,213
2023-10-13,348,1,first,5,253,1,214
2023-10-09,348,1,first,5,260,1,215
2023-09-17,116,1,economy,5,85,3,216
2023-09-28,232,1,business,5,193,1,217
2023-09-29,116,1,economy,5,290,2,218
2023-09-06,116,1,economy,5,76,1,219
2023-10-14,232,2,business,5,182,1,220
2023-09-04,116,1,economy,5,215,1,221
2023-09-10,116,2,economy,5,129,1,222
2023-09-14,116,1,economy,5,198,1,223
2023-09-10,116,2,economy,5,35,1,224
2023-09-18,116,1,economy,5,266,2,225
2023-09-09,116,1,economy,5,218,1,226
2023-09-16,116,2,economy,5,247,2,227
2023-09-03,116,5,economy,5,286,1,228
2023-09-28,232,1,business,5,220,1,229
2023-09-29,116,1,economy,5,222,2,230
2023-09-21,116,1,economy,5,103,1,231
2023-09-27,116,1,economy,5,34,1,232
2023-10-11,232,1,business,5,168,1,233
2023-09-21,116,1,economy,5,140,2,234
2023-09-25,116,1,economy,5,227,2,235
2023-09-15,116,3,economy,5,14,1,236
2023-09-22,116,1,economy,5,143,2,237
2023-09-18,116,2,economy,5,13,2,238
2023-08-25,116,5,economy,5,255,1,239
2023-09-16,116,1,economy,5,70,2,240
2023-10-09,232,1,business,5,68,1,241
2023-10-06,232,1,business,5,212,1,242
2023-10-05,232,1,business,5,280,1,243
2023-10-11,116,3,economy,5,151,2,244
2023-10-15,348,1,first,5,112,1,245
2023-10-06,232,1,business,5,292,1,246
2023-09-15,116,2,economy,5,97,2,247
2023-10-10,232,2,business,5,81,1,248
2023-10-11,232,1,business,5,99,1,249
2023-10-19,348,1,first,5,217,1,250
2023-10-04,116,1,economy,5,73,1,251
2023-10-05,232,1,business,5,7,1,252
2023-10-03,116,1,economy,5,277,1,253
2023-10-15,348,1,first,5,270,1,254
2023-08-27,116,1,economy,5,69,1,255
2023-09-07,116,3,economy,5,174,2,256
2023-10-08,232,1,business,5,235,1,257
2023-09-28,116,3,economy,5,194,1,258
2023-09-22,116,3,economy,5,118,2,259
2023-09-14,116,1,economy,5,261,2,260
2023-10-06,232,1,business,5,39,1,261
2023-09-17,116,3,economy,5,142,4,262
2023-09-20,116,1,economy,5,206,2,263
2023-10-13,116,1,economy,5,211,1,264
2023-11-21,26,1,economy,6,254,5,265
2023-11-05,26,2,economy,6,182,5,266
2023-11-27,52,1,business,6,288,2,267
2023-11-30,26,1,economy,6,276,5,268
2023-11-11,26,7,economy,6,4,3,269
2023-11-21,26,1,economy,6,170,4,270
2023-12-01,52,1,business,6,2,3,271
2023-10-25,26,2,economy,6,217,4,272
2023-12-07,26,1,economy,6,230,3,273
2023-10-29,26,5,economy,6,246,5,274
2023-12-02,26,3,economy,6,234,5,275
2023-12-04,26,1,economy,6,205,5,276
2023-12-14,78,1,first,6,215,1,277
2023-11-30,52,1,business,6,14,1,278
2023-11-12,26,3,economy,6,34,3,279
2023-11-12,26,1,economy,6,189,3,280
2023-12-03,52,1,business,6,85,4,281
2023-11-21,26,1,economy,6,279,3,282
2023-10-31,26,1,economy,6,207,4,283
2023-12-09,52,1,business,6,166,1,284
2023-12-03,26,1,economy,6,107,3,285
2023-11-22,26,3,economy,6,101,3,286
2023-11-26,26,1,economy,6,131,5,287
2023-11-26,26,6,economy,6,196,3,288
2023-11-09,26,3,economy,6,283,3,289
2023-11-30,26,1,economy,6,64,2,290
2023-12-03,26,1,economy,6,200,3,291
2023-11-14,52,2,business,6,286,2,292
2023-11-04,26,1,economy,6,165,3,293
2023-11-26,52,1,business,6,10,3,294
2023-10-28,26,1,economy,6,43,4,295
2023-11-23,26,1,economy,6,103,5,296
2023-10-31,26,1,economy,6,209,3,297
2023-11-25,52,1,business,6,262,1,298
2023-11-22,26,2,economy,6,201,4,299
2023-12-01,26,1,economy,6,98,5,300
2023-11-08,26,9,economy,6,162,5,301
2023-12-02,52,1,business,6,144,1,302
2023-11-25,52,3,business,6,243,4,303
2023-11-14,26,1,economy,6,88,4,304
2023-11-17,26,1,economy,6,99,3,305
2023-11-12,26,2,economy,6,273,3,306
2023-12-02,26,2,economy,6,240,3,307
2023-12-04,52,1,business,6,284,2,308
2023-12-10,52,1,business,6,24,4,309
2023-10-29,26,1,economy,6,55,5,310
2023-12-11,52,1,business,6,175,2,311
2023-12-10,52,1,business,6,293,3,312
2023-12-07,52,1,business,6,153,2,313
2023-12-09,26,2,economy,6,84,3,314
2023-11-13,26,3,economy,6,104,5,315
2023-12-11,78,1,first,6,73,1,316
2023-12-01,26,3,economy,6,52,4,317
2023-12-02,52,1,business,6,147,2,318
2023-03-13,267,1,first,7,65,1,319
2023-03-03,89,3,economy,7,4,2,320
2023-02-20,89,1,economy,7,118,2,321
2023-02-13,89,3,economy,7,72,5,322
2023-02-26,89,1,economy,7,167,3,323
2023-03-03,178,3,business,7,173,1,324
2023-02-13,89,1,economy,7,222,2,325
2023-02-23,89,1,economy,7,247,3,326
2023-03-02,89,2,economy,7,148,3,327
2023-02-28,89,2,economy,7,264,3,328
2023-01-29,89,6,economy,7,71,4,329
2023-02-23,89,2,economy,7,287,3,330
2023-03-06,178,1,business,7,93,1,331
2023-02-19,89,3,economy,7,79,2,332
2023-03-24,178,1,business,7,250,1,333
2023-02-08,89,3,economy,7,243,3,334
2023-03-01,89,1,economy,7,110,4,335
2023-02-13,89,1,economy,7,172,3,336
2023-03-04,89,2,economy,7,45,2,337
2023-03-01,89,1,economy,7,36,2,338
2023-03-16,178,2,business,7,280,1,339
2023-02-11,89,1,economy,7,18,2,340
2023-02-22,89,2,economy,7,271,4,341
2023-03-06,89,4,economy,7,129,3,342
2023-03-01,89,1,economy,7,68,2,343
2023-03-15,267,1,first,7,195,1,344
2023-02-13,89,2,economy,7,238,3,345
2023-03-12,178,3,business,7,60,1,346
2023-03-11,89,1,economy,7,104,2,347
2023-02-22,89,2,economy,7,48,3,348
2023-02-10,89,2,economy,7,67,2,349
2023-03-10,178,1,business,7,52,1,350
2023-03-01,89,1,economy,7,220,3,351
2023-03-17,267,1,first,7,156,1,352
2023-02-19,89,1,economy,7,256,2,353
2023-02-22,89,2,economy,7,164,2,354
2023-03-04,89,2,economy,7,268,4,355
2023-03-01,89,1,economy,7,59,4,356
2023-02-23,89,1,economy,7,42,3,357
2023-03-02,89,1,economy,7,183,2,358
2023-03-14,178,1,business,7,245,1,359
2023-03-07,178,1,business,7,116,2,360
2023-02-27,89,4,economy,7,169,1,361
2023-03-03,89,2,economy,7,221,3,362
2023-03-03,89,1,economy,7,254,2,363
2023-03-15,178,1,business,7,92,2,364
2023-02-26,89,1,economy,7,43,1,365
2023-02-24,89,4,economy,7,64,3,366
2023-03-19,267,1,first,7,214,1,367
2023-03-04,89,1,economy,7,234,2,368
2023-03-01,89,1,economy,7,86,3,369
2023-03-23,267,1,first,7,206,1,370
2023-03-19,178,1,business,7,157,1,371
2023-03-15,178,1,business,7,151,2,372
2023-02-28,89,1,economy,7,176,2,373
2023-03-13,178,1,business,7,23,1,374
2023-02-13,89,1,economy,7,115,2,375
2023-02-25,89,1,economy,7,109,3,376
2023-02-28,89,1,economy,7,47,3,377
2023-02-28,89,1,economy,7,73,3,378
2023-05-20,109,1,economy,8,267,1,379
2023-05-11,109,3,economy,8,192,1,380
2023-05-31,109,3,economy,8,77,1,381
2023-05-04,109,1,economy,8,134,1,382
2023-05-26,109,1,economy,8,259,2,383
2023-05-06,109,3,economy,8,179,1,384
2023-05-06,109,2,economy,8,131,2,385
2023-05-06,109,3,economy,8,62,2,386
2023-05-28,218,1,business,8,152,1,387
2023-05-21,109,3,economy,8,252,2,388
2023-05-17,109,1,economy,8,265,3,389
2023-05-28,109,1,economy,8,261,2,390
2023-05-03,109,1,economy,8,173,3,391
2023-05-09,109,2,economy,8,171,2,392
2023-05-20,109,3,economy,8,52,1,393
2023-05-20,109,1,economy,8,196,4,394
2023-05-14,109,1,economy,8,224,2,395
2023-05-11,109,2,economy,8,283,2,396
2023-05-05,109,3,economy,8,295,1,397
2023-06-02,109,1,economy,8,298,2,398
2023-06-07,327,1,first,8,149,1,399
2023-05-05,109,1,economy,8,226,3,400
2023-06-11,327,1,first,8,299,1,401
2023-05-14,109,2,economy,8,59,1,402
2023-05-25,109,1,economy,8,69,2,403
2023-05-18,109,1,economy,8,227,2,404
2023-05-20,218,2,business,8,188,1,405
2023-06-06,327,1,first,8,249,1,406
2023-06-02,109,2,economy,8,93,2,407
2023-05-21,109,1,economy,8,291,1,408
2023-05-16,109,1,economy,8,88,2,409
2023-05-30,218,1,business,8,57,1,410
2023-05-16,109,6,economy,8,28,1,411
2023-05-21,109,1,economy,8,174,2,412
2023-05-29,218,1,business,8,125,1,413
2023-05-12,109,3,economy,8,178,2,414
2023-05-26,109,2,economy,8,23,1,415
2023-05-11,109,2,economy,8,56,1,416
2023-05-25,218,1,business,8,235,1,417
2023-04-28,109,2,economy,8,218,3,418
2023-05-12,109,6,economy,8,120,2,419
2023-05-22,109,2,economy,8,237,1,420
2023-06-02,218,1,business,8,141,1,421
2023-05-31,327,1,first,8,185,1,422
2023-05-31,218,1,business,8,19,1,423
2023-05-29,218,1,business,8,107,1,424
2023-04-28,109,2,economy,8,15,3,425
2023-05-26,218,1,business,8,277,1,426
2023-05-19,109,3,economy,8,232,2,427
2023-05-01,109,1,economy,8,97,1,428
2023-05-19,109,1,economy,8,94,3,429
2023-05-19,109,4,economy,8,87,2,430
2023-05-27,109,2,economy,8,181,2,431
2023-05-06,109,1,economy,8,98,2,432
2023-06-03,218,3,business,8,55,1,433
2023-05-11,109,3,economy,8,136,3,434
2023-05-19,109,3,economy,8,36,1,435
2023-05-18,109,1,economy,8,264,1,436
2023-05-16,109,1,economy,8,95,1,437
2023-05-04,109,3,economy,8,79,2,438
2023-05-24,118,1,business,9,69,3,439
2023-05-18,59,1,economy,9,235,5,440
2023-05-30,118,1,business,9,171,3,441
2023-05-17,59,1,economy,9,9,5,442
2023-05-22,118,1,business,9,267,4,443
2023-05-22,59,1,economy,9,145,3,444
2023-05-27,118,1,business,9,164,3,445
2023-05-12,59,1,economy,9,125,2,446
2023-05-30,118,2,business,9,59,4,447
2023-05-13,59,1,economy,9,87,5,448
2023-05-22,118,1,business,9,293,3,449
2023-05-08,59,1,economy,9,205,5,450
2023-05-14,59,2,economy,9,126,4,451
2023-05-12,59,1,economy,9,38,5,452
2023-04-27,59,1,economy,9,269,4,453
2023-05-10,59,1,economy,9,251,5,454
2023-05-10,59,1,economy,9,176,5,455
2023-05-17,59,1,economy,9,290,4,456
2023-05-02,59,2,economy,9,146,5,457
2023-04-13,59,1,economy,9,225,5,458
2023-06-03,118,1,business,9,299,4,459
2023-06-06,177,2,first,9,22,4,460
2023-05-02,59,4,economy,9,143,4,461
2023-05-06,59,4,economy,9,110,4,462
2023-05-08,59,1,economy,9,51,4,463
2023-05-18,59,4,economy,9,254,4,464
2023-05-08,59,3,economy,9,3,5,465
2023-05-02,59,1,economy,9,107,4,466
2023-05-15,59,1,economy,9,292,4,467
2023-05-16,59,2,economy,9,284,5,468
2023-05-13,59,6,economy,9,274,4,469
2023-05-16,59,4,economy,9,160,5,470
2023-05-14,59,5,economy,9,56,2,471
2023-05-14,59,1,economy,9,218,2,472
2023-06-04,177,1,first,9,247,4,473
2023-04-29,59,5,economy,9,255,5,474
2023-06-05,59,5,economy,9,196,4,475
2023-05-12,59,4,economy,9,113,4,476
2023-06-06,177,1,first,9,54,5,477
2023-05-22,118,1,business,9,5,3,478
2023-05-08,59,3,economy,9,242,5,479
2023-05-29,59,2,economy,9,214,3,480
2023-06-11,177,1,first,9,177,5,481
2023-05-15,59,1,economy,9,208,3,482
2023-05-08,59,2,economy,9,250,5,483
2023-05-13,59,1,economy,9,260,4,484
2023-06-05,177,1,first,9,249,3,485
2023-06-05,177,1,first,9,298,4,486
2023-05-24,59,1,economy,9,130,5,487
2023-05-26,118,1,business,9,288,4,488
2023-05-24,59,6,economy,9,184,4,489
2023-06-08,177,1,first,9,45,4,490
2023-05-28,118,2,business,9,52,5,491
2023-05-29,118,2,business,9,244,5,492
2023-05-23,118,1,business,9,231,4,493
2023-05-18,59,1,economy,9,138,3,494
2023-05-11,59,1,economy,9,77,4,495
2023-05-05,59,3,economy,9,193,5,496
2023-05-23,118,1,business,9,48,3,497
2023-05-18,59,1,economy,9,27,3,498
2022-12-28,43,4,economy,10,173,4,499
2022-12-31,86,1,business,10,35,3,500
2022-11-30,43,1,economy,10,140,5,501
2022-12-15,43,2,economy,10,98,4,502
2023-01-06,43,5,economy,10,58,5,503
2022-12-08,43,1,economy,10,266,4,504
2023-01-02,86,1,business,10,177,3,505
2023-01-03,86,1,business,10,226,5,506
2023-01-10,86,1,business,10,41,4,507
2022-12-20,43,2,economy,10,172,5,508
2022-12-13,43,1,economy,10,250,5,509
2023-01-03,43,2,economy,10,223,5,510
2023-01-12,86,1,business,10,133,4,511
2022-12-06,43,2,economy,10,49,5,512
2022-12-11,43,1,economy,10,52,5,513
2022-12-11,43,3,economy,10,103,3,514
2022-12-17,43,3,economy,10,159,4,515
2022-12-22,43,1,economy,10,20,5,516
2022-12-26,43,6,economy,10,295,5,517
2022-12-27,43,2,economy,10,137,4,518
2022-12-26,43,2,economy,10,262,5,519
2022-11-26,43,1,economy,10,135,5,520
2022-12-04,43,1,economy,10,204,3,521
2022-12-21,43,1,economy,10,158,5,522
2022-12-28,86,1,business,10,294,5,523
2023-01-07,129,1,first,10,253,5,524
2022-12-30,43,5,economy,10,80,5,525
2022-12-28,86,1,business,10,260,4,526
2022-12-13,43,1,economy,10,150,4,527
2022-12-12,43,3,economy,10,88,5,528
2022-12-26,86,1,business,10,162,5,529
2022-12-15,43,1,economy,10,105,5,530
2022-12-19,43,2,economy,10,28,5,531
2022-12-18,43,1,economy,10,174,3,532
2022-12-09,43,2,economy,10,198,5,533
2022-12-16,43,1,economy,10,36,5,534
2022-12-14,43,6,economy,10,245,5,535
2023-01-08,86,1,business,10,89,5,536
2022-12-16,43,1,economy,10,108,4,537
2022-12-16,43,1,economy,10,164,5,538
2023-01-05,86,2,business,10,117,5,539
2022-12-12,43,2,economy,10,257,5,540
2023-01-01,86,1,business,10,153,4,541
2022-12-11,43,3,economy,10,230,5,542
2022-12-06,43,6,economy,10,193,3,543
2023-01-09,129,1,first,10,121,3,544
2022-12-09,43,1,economy,10,72,4,545
2023-01-04,43,1,economy,10,242,5,546
2022-12-10,43,3,economy,10,22,5,547
2023-10-03,49,2,economy,11,60,3,548
2023-10-23,49,3,economy,11,135,1,549
2023-10-24,49,1,economy,11,133,1,550
2023-10-08,49,1,economy,11,222,2,551
2023-10-20,49,4,economy,11,155,3,552
2023-10-23,49,4,economy,11,280,1,553
2023-11-03,98,2,business,11,124,1,554
2023-10-13,49,4,economy,11,10,1,555
2023-10-24,49,1,economy,11,211,2,556
2023-10-16,49,1,economy,11,20,2,557
2023-10-12,49,1,economy,11,84,2,558
2023-11-09,147,1,first,11,215,1,559
2023-10-28,49,2,economy,11,44,1,560
2023-10-09,49,4,economy,11,226,1,561
2023-10-17,49,1,economy,11,241,1,562
2023-10-17,49,2,economy,11,270,1,563
2023-10-24,49,2,economy,11,6,1,564
2023-11-03,98,1,business,11,114,1,565
2023-10-13,49,1,economy,11,282,2,566
2023-10-30,98,1,business,11,228,1,567
2023-11-07,98,1,business,11,227,1,568
2023-10-10,49,2,economy,11,197,2,569
2023-10-31,98,2,business,11,154,1,570
2023-10-18,49,1,economy,11,137,3,571
2023-11-01,49,1,economy,11,286,2,572
2023-10-29,49,1,economy,11,185,2,573
2023-10-18,49,3,economy,11,168,1,574
2023-10-16,49,3,economy,11,165,3,575
2023-11-11,147,1,first,11,49,1,576
2023-10-15,49,4,economy,11,98,2,577
2023-10-11,49,1,economy,11,99,2,578
2023-10-22,49,3,economy,11,141,2,579
2023-10-28,49,1,economy,11,217,1,580
2023-10-29,49,1,economy,11,19,1,581
2023-10-09,49,1,economy,11,205,1,582
2023-11-04,98,1,business,11,300,1,583
2023-10-29,49,4,economy,11,11,1,584
2023-10-06,49,1,economy,11,194,2,585
2023-10-18,49,4,economy,11,260,2,586
2023-10-25,49,1,economy,11,195,2,587
2023-11-05,98,1,business,11,14,1,588
2023-10-23,49,1,economy,11,81,1,589
2023-10-30,49,1,economy,11,130,2,590
2023-11-06,147,1,first,11,252,1,591
2023-10-17,49,1,economy,11,73,1,592
2023-10-03,49,2,economy,11,183,2,593
2023-10-23,49,4,economy,11,287,1,594
2023-10-20,49,1,economy,11,106,1,595
2023-10-03,49,1,economy,11,134,1,596
2023-09-02,121,1,economy,12,178,1,597
2023-09-11,121,1,economy,12,153,1,598
2023-09-05,242,2,business,12,152,1,599
2023-09-06,121,1,economy,12,107,2,600
2023-09-12,121,5,economy,12,41,2,601
2023-08-22,121,2,economy,12,232,2,602
2023-09-19,363,1,first,12,148,1,603
2023-08-15,121,1,economy,12,299,1,604
2023-09-02,242,1,business,12,169,1,605
2023-09-17,121,2,economy,12,12,1,606
2023-09-22,121,3,economy,12,46,2,607
2023-09-21,363,1,first,12,55,1,608
2023-08-07,121,3,economy,12,32,2,609
2023-09-17,242,1,business,12,272,1,610
2023-08-21,121,1,economy,12,278,1,611
2023-09-01,121,3,economy,12,92,2,612
2023-08-29,121,1,economy,12,254,3,613
2023-09-08,242,2,business,12,23,1,614
2023-09-05,242,1,business,12,298,1,615
2023-08-20,121,2,economy,12,198,1,616
2023-08-16,121,1,economy,12,112,2,617
2023-08-19,121,1,economy,12,204,1,618
2023-09-08,121,1,economy,12,177,1,619
2023-08-29,121,1,economy,12,137,2,620
2023-09-15,121,7,economy,12,196,2,621
2023-08-12,121,1,economy,12,300,2,622
2023-09-12,242,1,business,12,217,1,623
2023-09-16,363,1,first,12,95,1,624
2023-08-22,121,2,economy,12,31,2,625
2023-09-11,242,1,business,12,166,1,626
2023-08-21,121,1,economy,12,261,4,627
2023-08-17,121,1,economy,12,80,2,628
2023-08-23,121,2,economy,12,222,2,629
2023-08-24,121,1,economy,12,5,1,630
2023-09-22,242,1,business,12,270,1,631
2023-08-28,121,1,economy,12,11,1,632
2023-09-20,242,1,business,12,216,1,633
2023-09-05,121,3,economy,12,19,1,634
2023-09-11,242,2,business,12,260,1,635
2023-08-28,121,1,economy,12,174,2,636
2023-09-08,121,1,economy,12,142,3,637
2023-09-19,363,1,first,12,131,1,638
2023-09-11,121,4,economy,12,68,2,639
2023-09-07,121,1,economy,12,40,3,640
2023-09-16,242,1,business,12,20,1,641
